Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
17,2857,7,2017-06-27,2017-11-21
23,11784,6,2017-08-13,2017-11-21
47,5162,6,2017-07-16,2017-10-04
61,2012,6,2017-05-19,2017-07-11
139,7720,6,2017-08-27,2017-11-08
148,6560,6,2017-05-19,2017-07-11
157,7780,6,2017-09-16,2017-11-11
157,10523,6,2017-07-05,2017-11-11
157,11359,6,2017-07-05,2017-11-11
167,9376,6,2017-07-12,2017-08-07
167,9540,6,2017-05-25,2017-07-12
174,3028,7,2017-05-19,2017-10-07
174,8729,6,2017-05-19,2017-07-11
191,1822,6,2017-05-24,2017-07-11
191,4774,6,2017-06-15,2017-07-12
191,4820,8,2017-05-22,2017-07-12
191,5330,6,2017-05-24,2017-07-11
210,1762,7,2017-05-16,2017-09-21
211,8363,8,2017-05-29,2017-07-13
222,8030,6,2017-08-08,2017-11-15
222,11876,6,2017-08-08,2017-11-15
258,2544,7,2017-06-26,2017-07-30
258,8006,7,2017-06-10,2017-07-26
258,8257,7,2017-06-10,2017-07-26
276,2204,7,2017-05-07,2017-11-14
288,8165,7,2017-05-27,2017-07-28
356,1769,6,2017-09-29,2017-11-27
356,5212,6,2017-09-29,2017-11-27
382,1822,8,2017-05-24,2017-08-08
382,4202,6,2017-05-24,2017-07-11
382,5522,7,2017-05-22,2017-07-11
382,6729,7,2017-05-22,2017-07-11
382,10716,7,2017-06-24,2017-08-15
382,10767,7,2017-06-24,2017-08-15
391,10465,6,2017-08-19,2017-09-26
392,4034,8,2017-05-18,2017-07-11
446,9366,7,2017-10-11,2017-11-21
479,6529,6,2017-07-17,2017-08-11
479,10576,6,2017-07-17,2017-08-11
484,2090,6,2017-05-19,2017-07-11
484,3028,7,2017-05-19,2017-10-07
497,2090,6,2017-05-19,2017-07-11
497,2354,6,2017-05-19,2017-07-11
497,6560,6,2017-05-19,2017-07-11
497,8262,6,2017-05-19,2017-07-11
524,9701,6,2017-08-10,2017-09-28
529,4142,6,2017-05-07,2017-05-29
556,1464,6,2017-07-02,2017-08-19
582,7837,6,2017-07-12,2017-10-17
592,1831,6,2017-05-03,2017-07-01
620,11296,6,2017-07-02,2017-08-12
628,6111,6,2017-07-16,2017-09-08
628,7902,6,2017-07-16,2017-09-08
694,8045,6,2017-06-20,2017-10-08
736,1041,6,2017-07-13,2017-07-29
741,4070,6,2017-08-12,2017-11-14
870,7834,6,2017-07-12,2017-09-16
932,1863,6,2017-07-01,2017-10-01
1020,2967,7,2017-05-24,2017-07-30
1041,3432,7,2017-07-13,2017-08-08
1041,5696,7,2017-07-13,2017-08-08
1041,7579,6,2017-07-13,2017-07-29
1055,3483,6,2017-05-15,2017-06-04
1064,1753,6,2017-07-13,2017-11-14
1138,10016,6,2017-07-13,2017-08-07
1138,10017,8,2017-07-13,2017-10-29
1142,3315,6,2017-07-23,2017-10-22
1151,11198,6,2017-10-22,2017-12-01
1164,3677,7,2017-07-01,2017-08-19
1164,8114,6,2017-07-02,2017-08-19
1177,4444,6,2017-05-19,2017-08-19
1208,5482,6,2017-05-06,2017-06-05
1246,3677,6,2017-07-01,2017-08-18
1246,5812,6,2017-05-03,2017-07-01
1263,11833,6,2017-07-24,2017-11-16
1276,4235,6,2017-06-20,2017-09-24
1276,4494,6,2017-06-16,2017-08-18
1276,5416,7,2017-06-16,2017-09-24
1321,1342,6,2017-06-28,2017-09-21
1343,5055,7,2017-07-02,2017-09-14
1378,2489,10,2017-07-13,2017-09-04
1378,4217,6,2017-07-13,2017-07-29
1378,8266,6,2017-05-01,2017-07-26
1386,3820,6,2017-05-20,2017-10-24
1403,9053,7,2017-06-04,2017-08-31
1413,8299,6,2017-07-17,2017-08-08
1444,6050,6,2017-05-13,2017-08-13
1464,8197,6,2017-08-18,2017-10-04
1475,6447,7,2017-06-24,2017-08-07
1490,8363,6,2017-07-05,2017-07-26
1505,10541,6,2017-07-17,2017-11-16
1562,10758,7,2017-07-23,2017-09-25
1637,2024,6,2017-05-19,2017-07-11
1637,8326,6,2017-09-17,2017-11-29
1637,9700,6,2017-06-15,2017-07-21
1673,1747,6,2017-07-21,2017-09-04
1673,9359,6,2017-07-21,2017-09-04
1673,10022,6,2017-07-21,2017-09-04
1673,10460,6,2017-07-30,2017-09-27
1678,6013,6,2017-07-02,2017-08-06
1678,8165,6,2017-06-24,2017-07-28
1678,9063,6,2017-06-24,2017-07-28
1715,8262,6,2017-06-15,2017-07-12
1747,1860,7,2017-07-21,2017-09-10
1747,4917,7,2017-07-21,2017-09-10
1747,5748,6,2017-07-21,2017-09-04
1747,9127,6,2017-07-21,2017-09-04
1747,10022,7,2017-07-21,2017-09-10
1747,10089,7,2017-07-21,2017-09-10
1762,3851,6,2017-05-16,2017-07-18
1772,7209,6,2017-10-22,2017-11-17
1812,10795,7,2017-08-07,2017-09-19
1822,3064,7,2017-06-15,2017-08-08
1822,4202,6,2017-05-24,2017-07-11
1822,5503,6,2017-05-24,2017-07-11
1828,9160,6,2017-05-31,2017-08-26
1829,10767,6,2017-08-12,2017-11-14
1849,5503,6,2017-05-24,2017-07-11
1849,9014,7,2017-05-02,2017-06-20
1860,4827,7,2017-07-21,2017-09-10
1860,8684,6,2017-07-21,2017-09-04
1860,9359,6,2017-07-21,2017-09-04
1860,10015,6,2017-07-21,2017-09-04
1966,10203,6,2017-07-24,2017-08-29
1977,11198,6,2017-10-22,2017-12-01
2012,3002,6,2017-05-19,2017-07-11
2024,2354,7,2017-05-19,2017-07-12
2024,3002,6,2017-05-19,2017-07-11
2024,5522,6,2017-06-15,2017-07-12
2024,8260,7,2017-05-19,2017-07-12
2024,9645,6,2017-06-15,2017-07-12
2054,6471,6,2017-07-21,2017-09-08
2065,2201,6,2017-06-13,2017-07-23
2065,8596,6,2017-06-13,2017-07-23
2068,9098,8,2017-06-06,2017-07-24
2097,7801,6,2017-07-23,2017-09-24
2097,9828,9,2017-06-24,2017-09-18
2112,4957,6,2017-09-24,2017-11-27
2117,4217,6,2017-07-13,2017-07-29
2123,7551,6,2017-05-05,2017-07-22
2123,8557,6,2017-05-05,2017-07-22
2138,6987,6,2017-07-16,2017-09-28
2150,7640,6,2017-05-15,2017-06-14
2160,8642,6,2017-10-02,2017-11-20
2185,4707,8,2017-07-08,2017-09-09
