Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
33,3486,6,2017-07-20,2017-09-19
61,2354,6,2017-05-19,2017-07-11
75,3361,7,2017-07-01,2017-08-12
75,3542,6,2017-08-08,2017-09-23
148,2345,6,2017-05-19,2017-07-11
167,855,9,2017-06-14,2017-08-07
174,2090,6,2017-05-19,2017-07-11
174,6560,6,2017-05-19,2017-07-11
191,3618,6,2017-05-24,2017-07-11
191,4451,7,2017-05-22,2017-07-11
191,6560,6,2017-06-15,2017-07-12
241,736,6,2017-07-13,2017-07-29
241,1041,6,2017-07-13,2017-07-29
269,2851,7,2017-05-19,2017-08-01
281,4850,6,2017-05-29,2017-06-24
281,5737,7,2017-05-02,2017-06-18
288,2097,9,2017-06-24,2017-09-25
363,8101,7,2017-08-15,2017-11-01
371,4689,6,2017-07-13,2017-09-01
382,1715,7,2017-05-22,2017-07-11
382,5330,6,2017-05-24,2017-07-11
392,2012,6,2017-06-15,2017-07-21
392,4202,6,2017-05-24,2017-07-11
392,7560,7,2017-05-22,2017-07-11
398,10389,7,2017-06-05,2017-09-23
479,4170,8,2017-06-13,2017-08-07
479,7747,8,2017-06-13,2017-08-07
484,497,7,2017-05-19,2017-10-07
484,2945,6,2017-05-19,2017-07-11
497,2945,6,2017-05-19,2017-07-11
524,12430,6,2017-08-11,2017-10-06
529,2723,6,2017-05-07,2017-05-29
534,7068,7,2017-05-07,2017-08-13
544,11388,7,2017-07-05,2017-09-19
556,5459,7,2017-07-01,2017-08-19
556,7507,6,2017-07-02,2017-08-19
556,9063,7,2017-07-01,2017-08-19
603,2681,6,2017-08-06,2017-10-28
620,3361,6,2017-07-02,2017-08-12
633,3802,6,2017-06-24,2017-09-14
664,5203,7,2017-07-14,2017-10-04
690,10048,6,2017-07-09,2017-10-19
736,7579,6,2017-07-13,2017-07-29
798,4953,6,2017-09-12,2017-10-12
798,5416,6,2017-09-12,2017-10-12
813,8961,6,2017-06-05,2017-09-12
816,1338,7,2017-05-18,2017-09-18
855,1413,6,2017-05-07,2017-07-23
871,10432,6,2017-08-12,2017-10-08
905,4496,6,2017-08-27,2017-10-31
917,12497,6,2017-09-13,2017-11-01
932,4496,6,2017-06-24,2017-07-21
932,11808,6,2017-08-10,2017-10-01
953,10975,6,2017-08-18,2017-11-20
1064,6987,6,2017-07-13,2017-10-25
1095,4711,7,2017-05-07,2017-08-10
1146,1160,6,2017-05-03,2017-08-25
1146,3147,7,2017-05-03,2017-10-27
1160,3147,6,2017-05-03,2017-08-25
1164,1464,6,2017-07-02,2017-08-19
1164,5669,6,2017-07-01,2017-08-18
1189,4444,6,2017-06-28,2017-09-03
1198,8882,6,2017-07-24,2017-11-06
1208,4249,6,2017-05-06,2017-06-05
1218,4514,7,2017-07-08,2017-09-03
1240,5021,8,2017-07-09,2017-11-06
1240,7451,6,2017-05-11,2017-11-06
1246,9828,8,2017-06-04,2017-07-28
1254,4632,6,2017-05-01,2017-07-23
1263,3551,7,2017-07-08,2017-09-08
1263,10701,6,2017-07-24,2017-09-19
1276,5873,6,2017-06-20,2017-09-21
1335,3924,6,2017-05-05,2017-09-14
1337,6136,6,2017-06-30,2017-09-03
1342,3112,6,2017-05-24,2017-07-23
1423,3518,6,2017-06-04,2017-07-21
