Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
23,9988,6,2017-07-08,2017-09-09
61,8729,6,2017-05-19,2017-07-11
75,2581,6,2017-05-22,2017-07-19
148,2354,6,2017-05-19,2017-07-11
157,9404,7,2017-07-05,2017-10-17
174,2012,6,2017-05-19,2017-07-11
174,2945,6,2017-05-19,2017-07-11
174,3064,6,2017-05-19,2017-07-11
191,1849,7,2017-05-22,2017-07-11
191,2231,8,2017-05-22,2017-07-12
191,2945,6,2017-06-15,2017-07-12
191,7560,7,2017-05-22,2017-07-11
203,10440,6,2017-06-25,2017-07-31
210,4543,6,2017-09-16,2017-11-06
210,7809,6,2017-07-13,2017-09-21
241,1064,6,2017-07-13,2017-07-29
258,3078,6,2017-06-10,2017-07-23
258,9522,6,2017-06-10,2017-07-23
269,4235,7,2017-07-14,2017-09-24
288,6777,6,2017-05-20,2017-07-04
356,1591,6,2017-09-29,2017-11-27
371,3275,6,2017-07-13,2017-09-01
371,6053,6,2017-07-13,2017-09-01
382,10778,7,2017-06-24,2017-08-15
392,9699,7,2017-05-24,2017-07-21
392,9700,7,2017-05-24,2017-07-21
398,4850,7,2017-06-05,2017-09-23
419,7718,6,2017-05-17,2017-06-20
479,1769,6,2017-06-13,2017-07-23
497,1637,6,2017-05-19,2017-07-11
497,3002,7,2017-05-19,2017-10-07
497,8729,6,2017-05-19,2017-07-11
556,1246,6,2017-07-01,2017-08-18
556,10975,6,2017-07-02,2017-08-19
620,1966,6,2017-07-02,2017-08-12
620,6165,6,2017-07-24,2017-09-18
628,9035,6,2017-09-08,2017-11-19
628,13731,6,2017-10-31,2017-11-21
662,9259,6,2017-05-13,2017-07-17
690,9683,6,2017-07-09,2017-10-19
728,4364,6,2017-07-13,2017-07-30
736,1378,6,2017-07-13,2017-07-29
736,2174,6,2017-07-13,2017-07-29
736,5696,6,2017-07-13,2017-07-29
760,10596,6,2017-07-24,2017-09-25
782,9227,6,2017-05-13,2017-11-16
855,7162,7,2017-06-14,2017-07-23
863,2532,6,2017-05-16,2017-07-26
873,3943,6,2017-05-23,2017-08-30
888,8194,6,2017-05-24,2017-07-18
905,8642,7,2017-08-27,2017-11-14
932,9997,6,2017-06-24,2017-07-21
932,10596,6,2017-08-10,2017-10-01
993,11807,7,2017-08-24,2017-10-12
1041,2489,10,2017-07-13,2017-09-04
1042,6208,6,2017-05-01,2017-05-27
1064,5016,6,2017-07-13,2017-08-09
1078,7220,6,2017-06-05,2017-08-20
1089,9620,6,2017-05-18,2017-07-05
1097,1254,6,2017-05-01,2017-07-23
1138,6522,6,2017-07-13,2017-08-07
1138,7679,6,2017-07-13,2017-08-07
1164,5459,8,2017-07-01,2017-09-06
1164,11275,7,2017-07-01,2017-08-19
1169,9367,6,2017-05-12,2017-10-04
1177,1631,6,2017-05-19,2017-08-19
1198,8961,6,2017-07-01,2017-10-04
1225,6860,6,2017-09-11,2017-11-08
1240,7825,6,2017-07-24,2017-10-25
1254,9376,6,2017-07-12,2017-08-07
1296,2532,6,2017-05-16,2017-07-26
1333,9620,6,2017-05-18,2017-09-28
1343,4171,6,2017-05-01,2017-05-27
1343,6208,6,2017-05-01,2017-05-27
1343,9063,6,2017-06-24,2017-07-28
1343,9828,8,2017-06-24,2017-08-06
1378,2117,6,2017-07-13,2017-07-29
1413,4363,6,2017-07-13,2017-07-29
1413,10536,6,2017-07-17,2017-08-08
1417,8590,7,2017-07-30,2017-11-08
1464,8595,6,2017-07-23,2017-09-03
1482,3546,6,2017-08-28,2017-10-29
1490,4641,6,2017-06-27,2017-07-23
1561,2803,6,2017-06-16,2017-09-23
1562,7801,7,2017-07-08,2017-09-24
1631,4444,7,2017-05-19,2017-08-30
1635,3590,6,2017-05-06,2017-09-18
1637,4503,6,2017-09-17,2017-11-29
1641,10396,6,2017-05-30,2017-09-04
1673,4917,6,2017-07-21,2017-09-04
1673,9127,7,2017-07-21,2017-09-27
1677,8411,9,2017-05-17,2017-10-19
1677,10346,8,2017-05-30,2017-08-10
1715,2024,6,2017-06-15,2017-07-12
1715,2336,6,2017-05-24,2017-07-11
1715,4034,7,2017-05-22,2017-07-11
1715,6729,8,2017-05-22,2017-07-12
1769,7099,6,2017-09-29,2017-11-27
1822,1849,6,2017-05-24,2017-07-11
1829,4070,6,2017-08-12,2017-11-14
1849,5330,6,2017-05-24,2017-07-11
1849,7898,8,2017-05-18,2017-07-11
1917,4283,6,2017-05-03,2017-06-18
1917,9410,6,2017-06-08,2017-11-07
1966,11296,7,2017-07-01,2017-08-12
2000,3322,6,2017-07-08,2017-08-15
2000,7837,6,2017-07-08,2017-08-15
2000,8353,6,2017-07-08,2017-08-15
2012,8262,6,2017-05-19,2017-07-11
2024,2345,7,2017-05-19,2017-07-12
2024,8262,7,2017-05-19,2017-07-12
2030,9532,7,2017-05-19,2017-10-29
2068,2408,9,2017-08-06,2017-11-29
2068,5544,6,2017-06-06,2017-06-24
2090,2354,6,2017-05-19,2017-07-11
2108,3275,6,2017-07-13,2017-09-01
2201,3021,7,2017-06-26,2017-08-07
2201,7747,8,2017-06-13,2017-08-07
2336,3618,6,2017-05-24,2017-07-11
2336,5330,6,2017-05-24,2017-07-11
2336,5522,6,2017-05-24,2017-07-11
2345,3187,6,2017-05-19,2017-07-11
2354,3002,6,2017-05-19,2017-07-11
2354,3028,6,2017-05-19,2017-07-11
2354,4820,7,2017-06-15,2017-07-18
2412,4993,6,2017-08-06,2017-11-28
2468,10685,6,2017-10-17,2017-11-17
2476,7364,7,2017-05-22,2017-08-17
2479,5132,6,2017-07-13,2017-10-25
2482,8961,7,2017-06-12,2017-10-04
2482,10368,7,2017-06-06,2017-07-01
2489,2532,6,2017-07-13,2017-07-29
2544,3416,6,2017-07-17,2017-08-09
2544,4056,6,2017-07-17,2017-08-09
2544,8363,6,2017-07-17,2017-08-09
2544,8596,6,2017-06-13,2017-07-23
2575,6904,7,2017-05-02,2017-09-23
2717,5922,7,2017-07-21,2017-11-23
2841,3187,6,2017-05-19,2017-07-11
2841,8262,6,2017-05-19,2017-07-11
2851,4955,6,2017-06-17,2017-08-01
2857,3418,7,2017-05-06,2017-06-24
2857,5668,8,2017-05-17,2017-07-17
2857,6447,6,2017-05-17,2017-06-24
2857,10334,8,2017-06-05,2017-07-20
2886,8411,7,2017-05-01,2017-06-05
2926,3590,7,2017-05-06,2017-06-24
2945,6560,7,2017-05-19,2017-07-12
2945,6729,6,2017-06-15,2017-07-12
2945,9645,6,2017-06-15,2017-07-12
2960,7799,7,2017-05-11,2017-09-21
2964,8810,9,2017-08-21,2017-11-27
2964,12323,7,2017-09-10,2017-11-27
3002,3187,6,2017-05-19,2017-07-11
3002,6560,6,2017-05-19,2017-07-11
3020,4606,6,2017-05-15,2017-08-09
3021,5533,6,2017-06-26,2017-10-15
3064,6560,6,2017-05-19,2017-07-11
3064,8729,6,2017-05-19,2017-07-11
3078,3090,6,2017-06-10,2017-07-23
3090,3223,7,2017-05-15,2017-07-23
3112,6180,7,2017-06-17,2017-07-29
3117,6113,6,2017-07-17,2017-09-11
3153,7810,8,2017-05-02,2017-06-24
3153,9069,8,2017-05-02,2017-06-24
3180,4483,7,2017-05-07,2017-09-01
3223,5081,6,2017-06-10,2017-07-23
3243,9777,7,2017-06-28,2017-08-09
3317,9256,6,2017-07-12,2017-11-29
3322,7837,6,2017-07-08,2017-08-15
3332,9294,6,2017-08-29,2017-10-15
3336,6524,6,2017-05-15,2017-09-21
3356,7505,8,2017-05-02,2017-06-24
3361,5277,7,2017-07-24,2017-09-08
3409,10525,6,2017-08-01,2017-10-30
3445,5518,6,2017-05-01,2017-05-24
3513,8529,6,2017-09-11,2017-11-08
3518,10328,6,2017-06-25,2017-08-10
3519,6289,6,2017-06-13,2017-08-19
3528,6409,6,2017-08-17,2017-10-12
3546,6843,6,2017-08-28,2017-10-29
3554,7336,6,2017-07-12,2017-09-22
3589,10899,6,2017-07-01,2017-07-23
3590,8158,6,2017-05-06,2017-06-24
3663,9703,6,2017-07-29,2017-11-06
3665,11807,7,2017-08-24,2017-10-12
3677,4749,6,2017-07-23,2017-10-07
3677,5459,7,2017-07-01,2017-08-19
3677,10975,7,2017-07-02,2017-08-30
3703,6293,6,2017-05-12,2017-07-24
3735,8289,7,2017-05-06,2017-08-04
3741,8048,6,2017-06-08,2017-09-16
3802,9500,6,2017-06-08,2017-09-14
3820,9586,6,2017-05-11,2017-05-27
3851,5132,6,2017-07-13,2017-10-25
3862,11126,7,2017-07-19,2017-10-04
3880,6310,6,2017-07-17,2017-10-29
3924,4165,6,2017-06-10,2017-08-06
3924,6030,8,2017-05-05,2017-08-06
3968,9688,8,2017-06-03,2017-09-26
4010,9659,6,2017-07-13,2017-08-07
4034,5522,7,2017-05-22,2017-07-11
4034,7898,8,2017-05-18,2017-07-11
4034,9699,6,2017-05-24,2017-07-11
4034,9700,8,2017-05-24,2017-09-25
4070,5096,7,2017-07-19,2017-10-25
4070,8851,6,2017-07-08,2017-08-15
4147,8587,6,2017-05-27,2017-09-05
4168,8529,6,2017-07-08,2017-09-20
4178,8121,8,2017-05-07,2017-07-24
4202,6729,6,2017-05-24,2017-07-11
