Passenger 1 ID,Passenger 2 ID,Number of flights together,From,To
23,391,6,2017-07-08,2017-09-09
61,174,6,2017-05-19,2017-07-11
61,3187,6,2017-05-19,2017-07-11
61,8260,6,2017-05-19,2017-07-11
92,3802,9,2017-05-03,2017-07-24
92,9441,8,2017-06-08,2017-09-03
148,3064,6,2017-05-19,2017-07-11
148,3187,6,2017-05-19,2017-07-11
157,11368,7,2017-07-05,2017-10-17
167,10833,7,2017-07-07,2017-08-07
174,1637,6,2017-05-19,2017-07-11
191,5503,6,2017-05-24,2017-07-11
241,2489,6,2017-07-13,2017-07-29
241,4217,6,2017-07-13,2017-07-29
241,7076,6,2017-07-13,2017-07-29
258,8299,8,2017-05-17,2017-08-17
264,9357,7,2017-08-11,2017-10-07
281,6813,6,2017-05-29,2017-06-24
288,6783,7,2017-06-24,2017-08-01
288,9761,6,2017-05-20,2017-07-04
348,5027,6,2017-05-16,2017-10-04
363,11326,6,2017-09-07,2017-11-01
382,3618,7,2017-05-24,2017-07-24
382,7209,7,2017-05-22,2017-07-11
382,7898,7,2017-05-22,2017-07-11
382,9700,6,2017-05-24,2017-07-11
391,11687,6,2017-08-13,2017-09-15
392,2336,6,2017-05-24,2017-07-11
392,5522,7,2017-05-22,2017-07-11
392,6729,7,2017-05-22,2017-07-11
398,2960,7,2017-06-05,2017-09-23
456,10762,6,2017-07-12,2017-11-14
479,8584,8,2017-06-26,2017-10-17
481,9661,6,2017-07-04,2017-10-20
482,10753,6,2017-08-28,2017-11-29
556,8114,6,2017-07-02,2017-08-19
611,11483,7,2017-08-24,2017-10-27
624,9050,6,2017-05-13,2017-08-19
628,2054,7,2017-07-30,2017-11-08
628,7983,6,2017-07-16,2017-09-08
664,7418,6,2017-07-26,2017-10-12
728,4584,6,2017-07-13,2017-07-30
736,7076,6,2017-07-13,2017-07-29
760,11610,6,2017-07-24,2017-09-25
855,9282,9,2017-06-14,2017-08-07
855,10541,7,2017-07-17,2017-11-23
855,10819,6,2017-07-01,2017-07-23
855,10900,6,2017-07-01,2017-07-23
859,11285,6,2017-08-02,2017-09-10
866,4092,6,2017-05-10,2017-08-22
905,10358,6,2017-06-06,2017-10-02
953,5002,7,2017-07-24,2017-11-20
993,5955,6,2017-08-24,2017-10-07
1021,10749,6,2017-08-11,2017-11-06
1041,2117,6,2017-07-13,2017-07-29
1041,4217,6,2017-07-13,2017-07-29
1041,7393,6,2017-08-08,2017-10-04
1042,4171,6,2017-05-01,2017-05-27
1042,6293,6,2017-05-01,2017-05-27
1064,7579,10,2017-07-13,2017-11-06
1074,8539,6,2017-08-08,2017-10-09
1078,10313,6,2017-06-05,2017-08-20
1079,2054,7,2017-05-22,2017-09-08
1097,4632,6,2017-05-01,2017-07-23
1115,1352,6,2017-08-08,2017-09-19
1151,1977,6,2017-10-22,2017-12-01
1151,7710,6,2017-10-22,2017-12-01
1164,1246,6,2017-07-01,2017-08-18
1189,8024,6,2017-06-28,2017-09-03
1198,5283,6,2017-07-01,2017-09-18
1218,8595,7,2017-07-08,2017-09-03
1246,5669,6,2017-07-01,2017-08-18
1266,9404,6,2017-06-26,2017-09-16
1338,2488,6,2017-05-17,2017-08-22
1338,4611,6,2017-05-07,2017-06-17
1342,3837,6,2017-07-17,2017-11-06
1343,1927,6,2017-07-01,2017-08-01
1343,2097,8,2017-06-24,2017-08-06
1378,2174,6,2017-07-13,2017-07-29
1413,4543,6,2017-06-19,2017-07-23
1413,9977,6,2017-07-17,2017-08-08
1417,8045,6,2017-07-30,2017-10-23
1430,8213,6,2017-05-05,2017-05-29
1444,8563,6,2017-05-13,2017-08-13
1449,4147,6,2017-08-04,2017-09-15
1464,4514,6,2017-07-23,2017-09-03
1464,9063,8,2017-07-02,2017-09-03
1475,8714,6,2017-06-11,2017-07-23
1505,3090,7,2017-05-15,2017-08-07
1505,3117,7,2017-07-09,2017-08-07
1505,10616,6,2017-07-17,2017-11-16
1544,4200,6,2017-05-01,2017-07-21
1637,2090,6,2017-05-19,2017-07-11
1637,2841,6,2017-05-19,2017-07-11
1637,3028,6,2017-05-19,2017-07-11
1637,8729,7,2017-05-19,2017-11-29
1637,9699,6,2017-06-15,2017-07-21
1641,7298,6,2017-05-29,2017-08-20
1651,4082,6,2017-08-28,2017-10-25
1673,4827,10,2017-05-13,2017-09-04
1673,8684,6,2017-07-21,2017-09-04
1677,6084,8,2017-05-29,2017-07-05
1677,6707,6,2017-05-06,2017-06-18
1677,8961,8,2017-05-29,2017-07-05
1678,5055,6,2017-07-02,2017-08-06
1747,10015,6,2017-07-21,2017-09-04
1782,3921,6,2017-06-17,2017-08-30
1822,5522,6,2017-05-24,2017-07-11
1822,9645,6,2017-05-24,2017-07-11
1825,6086,7,2017-07-23,2017-11-21
1860,4675,6,2017-07-30,2017-09-10
1917,3802,7,2017-05-03,2017-06-24
1947,9280,6,2017-11-08,2017-11-24
2000,10310,6,2017-07-08,2017-08-15
2024,4774,7,2017-05-19,2017-07-12
2065,4170,6,2017-06-13,2017-07-23
2068,3286,7,2017-05-17,2017-06-24
2068,8579,7,2017-08-01,2017-09-28
2068,9069,9,2017-06-06,2017-08-01
2090,8262,6,2017-05-19,2017-07-11
2097,6013,6,2017-07-02,2017-08-06
2097,6783,7,2017-06-24,2017-08-01
2185,4514,8,2017-07-03,2017-09-03
2185,8595,8,2017-07-03,2017-09-03
2201,7373,6,2017-06-13,2017-07-23
2201,8562,8,2017-06-26,2017-09-11
2231,3618,6,2017-05-24,2017-07-11
2231,9066,7,2017-05-22,2017-07-11
2336,4451,6,2017-05-24,2017-07-11
2336,9699,6,2017-05-24,2017-07-11
2345,6560,7,2017-05-19,2017-07-12
2345,6729,6,2017-06-15,2017-07-12
2378,11074,7,2017-07-05,2017-09-17
2378,11600,6,2017-08-17,2017-10-01
2385,8964,6,2017-08-14,2017-11-24
2504,3526,6,2017-05-29,2017-10-12
2504,5560,6,2017-05-11,2017-05-25
2504,7162,7,2017-05-11,2017-05-29
2529,9683,6,2017-05-18,2017-07-13
2530,3924,6,2017-05-05,2017-07-24
2544,3243,6,2017-07-17,2017-10-17
2544,5533,6,2017-06-13,2017-07-23
2612,8803,6,2017-05-22,2017-06-14
2718,6783,6,2017-07-01,2017-08-01
2720,9619,6,2017-06-01,2017-08-13
2773,6878,6,2017-05-03,2017-07-21
2841,6560,6,2017-05-19,2017-07-11
2886,4627,6,2017-05-01,2017-05-30
2886,6020,6,2017-05-01,2017-05-30
2939,5482,6,2017-05-17,2017-07-04
2945,3064,6,2017-05-19,2017-07-11
2945,8260,7,2017-05-19,2017-07-12
2945,8262,7,2017-05-19,2017-07-12
2960,3418,6,2017-05-29,2017-06-24
2973,9098,6,2017-06-06,2017-09-21
3021,9282,7,2017-07-17,2017-10-08
3028,3064,6,2017-05-19,2017-07-11
3028,6560,6,2017-05-19,2017-07-11
3078,8006,7,2017-05-13,2017-07-23
3090,9271,6,2017-06-10,2017-07-23
3112,7162,6,2017-07-17,2017-08-09
3112,8006,6,2017-07-17,2017-08-09
3119,5855,6,2017-05-13,2017-07-24
3172,5867,7,2017-05-05,2017-06-10
3238,10308,6,2017-09-24,2017-11-18
3243,4363,6,2017-07-17,2017-08-09
3243,6180,6,2017-06-28,2017-07-29
3278,7860,6,2017-06-06,2017-06-25
3278,8363,7,2017-06-06,2017-07-01
3343,11896,6,2017-07-21,2017-09-02
3356,4552,6,2017-06-06,2017-06-24
3356,7243,6,2017-06-06,2017-06-24
3356,8158,6,2017-06-06,2017-06-24
3361,6777,8,2017-07-01,2017-08-15
3432,7579,6,2017-07-13,2017-07-29
3445,9517,6,2017-05-14,2017-09-21
3590,5482,6,2017-05-06,2017-06-05
3615,7451,7,2017-06-11,2017-11-14
3851,4580,6,2017-07-13,2017-10-25
3924,5058,6,2017-06-26,2017-09-14
3953,12244,6,2017-10-11,2017-12-01
3970,8427,7,2017-05-24,2017-08-30
4010,7677,6,2017-07-13,2017-08-07
4010,10017,7,2017-07-13,2017-08-11
4034,4202,6,2017-05-24,2017-07-11
4056,4363,6,2017-07-13,2017-08-09
4056,10661,6,2017-07-17,2017-08-09
4142,7001,6,2017-05-07,2017-05-29
4170,9068,6,2017-06-13,2017-07-23
4202,4451,6,2017-05-24,2017-07-11
4202,5330,6,2017-05-24,2017-07-11
4202,7560,6,2017-05-24,2017-07-11
4249,5482,6,2017-05-06,2017-06-05
4249,6813,9,2017-05-06,2017-06-24
4441,5423,6,2017-06-06,2017-06-25
4451,8353,6,2017-07-24,2017-09-01
4483,10478,8,2017-09-10,2017-11-22
4552,6805,6,2017-06-06,2017-06-24
4552,7243,7,2017-05-17,2017-06-24
4552,9410,6,2017-06-08,2017-06-27
4611,8979,6,2017-05-07,2017-06-17
4627,5509,7,2017-05-17,2017-06-24
4627,8411,6,2017-05-01,2017-05-30
4650,4778,7,2017-07-01,2017-08-21
4675,4827,6,2017-07-30,2017-09-10
4675,10095,6,2017-07-30,2017-09-10
4689,5530,6,2017-07-13,2017-09-01
4713,4816,6,2017-07-16,2017-09-04
4713,7950,6,2017-07-16,2017-09-04
4715,5207,6,2017-06-11,2017-07-24
4737,6208,7,2017-07-30,2017-09-19
4774,5522,7,2017-06-15,2017-07-18
4820,7209,9,2017-05-22,2017-07-18
4820,8262,6,2017-06-15,2017-07-12
4820,8729,6,2017-06-15,2017-07-12
4823,5530,6,2017-07-13,2017-09-01
4827,4917,8,2017-07-21,2017-09-11
4827,5748,6,2017-07-21,2017-09-04
4850,6441,6,2017-05-29,2017-06-24
4850,6447,6,2017-05-29,2017-06-24
4876,10069,6,2017-08-10,2017-09-22
4881,9482,6,2017-05-29,2017-07-07
4917,10022,9,2017-07-21,2017-09-21
5002,6084,6,2017-07-24,2017-09-09
5002,6823,6,2017-07-12,2017-09-03
5012,9280,6,2017-11-08,2017-11-24
5055,6013,7,2017-07-02,2017-09-14
5056,7162,6,2017-07-07,2017-07-26
5072,5963,6,2017-08-25,2017-10-31
5081,8257,6,2017-06-10,2017-07-23
5081,9539,6,2017-07-17,2017-11-26
5116,7191,7,2017-05-02,2017-08-21
5116,10460,7,2017-07-16,2017-09-27
5162,7271,6,2017-07-16,2017-10-04
5212,7099,6,2017-09-29,2017-11-27
5233,8614,6,2017-05-24,2017-08-18
5395,11808,6,2017-07-19,2017-09-04
5423,7039,6,2017-05-06,2017-06-11
5438,8030,7,2017-08-08,2017-11-14
5503,9645,6,2017-05-24,2017-07-11
5538,9562,6,2017-07-21,2017-10-16
5546,7810,6,2017-06-06,2017-06-24
5564,7612,8,2017-05-01,2017-09-14
5653,7191,6,2017-07-16,2017-09-08
5668,10322,6,2017-06-12,2017-07-17
5696,8424,7,2017-06-13,2017-08-08
5721,9302,6,2017-06-22,2017-11-15
5748,10015,6,2017-07-21,2017-09-04
5748,10022,6,2017-07-21,2017-09-04
5748,10089,6,2017-07-21,2017-09-04
5754,7661,7,2017-08-14,2017-11-27
5789,7605,6,2017-05-06,2017-06-05
5789,8190,6,2017-05-06,2017-06-05
5796,8961,6,2017-07-05,2017-10-11
5934,9509,6,2017-08-02,2017-11-25
6020,8037,6,2017-05-01,2017-05-30
6020,8093,6,2017-05-01,2017-05-30
6020,8411,6,2017-05-01,2017-05-30
6030,7810,6,2017-07-24,2017-10-08
6084,8024,6,2017-07-24,2017-09-09
6084,10346,7,2017-05-30,2017-07-05
6099,8223,6,2017-07-04,2017-11-01
6136,9324,6,2017-06-30,2017-09-03
6166,10799,7,2017-07-04,2017-09-01
