Passenger 1 ID,Passenger 2 ID,Number of flights together
119,163,4
567,571,4
658,684,4
729,759,5
771,774,5
746,758,5
703,709,5
701,733,8
827,889,7
856,877,4
949,957,5
960,986,6
1011,1098,4
1029,1031,8
1021,1074,4
1144,1157,4
1106,1160,4
368,1001,9
1320,1375,4
1444,1484,5
305,376,5
315,1056,4
364,1025,4
368,1035,4
312,1058,4
309,727,5
366,706,4
771,1095,6
1008,1211,4
1538,1586,5
1753,1772,5
1832,1849,4
337,789,4
1982,1994,7
1970,1994,4
1913,1990,4
2120,2163,4
2120,2185,4
2185,2189,4
2126,2181,4
2119,2135,4
2121,2146,4
2116,2129,4
2107,2119,4
2214,2286,4
2282,2288,5
2229,2252,6
2432,2465,5
2443,2485,7
2472,2486,4
72,121,4
2004,2392,4
2514,2522,4
2710,2729,6
2709,2742,5
2816,2894,4
2934,2975,4
2928,2963,4
3104,3169,6
3105,3164,4
3132,3137,5
3154,3195,4
3368,3369,4
3388,3393,4
293,3180,6
215,3162,5
264,625,5
234,3107,4
3440,3444,5
1521,2675,4
1587,2681,4
1247,2667,4
3620,3648,5
701,3414,4
3719,3729,4
3901,3955,5
3967,3971,7
3931,3980,6
4011,4069,4
4016,4088,4
690,2199,4
263,3195,5
2186,3159,4
574,1126,6
1145,1499,4
1865,2781,4
1884,2793,4
2539,3123,4
402,2586,5
255,2545,4
1598,3914,5
1247,3940,5
4229,4253,4
4233,4241,5
292,701,6
690,3414,4
4344,4361,5
343,917,4
915,2939,7
4046,4324,4
2222,3510,4
2273,3547,4
4405,4425,4
130,2437,7
130,3681,4
4506,4551,4
4611,4696,7
4609,4675,7
4671,4700,5
4628,4640,5
1439,2783,4
1432,2816,5
2776,2867,4
528,633,5
1911,3367,4
2440,3643,4
2390,3672,4
2509,2793,4
1484,4059,5
2759,4042,7
2783,4044,5
4871,4900,4
494,3971,5
1012,2620,5
947,1401,4
1822,3089,6
3525,3682,4
1358,3639,4
1358,3571,5
2279,2498,4
1384,3563,4
141,2951,4
3815,5313,5
58,989,4
831,1025,6
383,1126,4
5483,5499,4
5456,5481,6
5421,5476,4
5410,5467,6
5467,5500,4
5463,5467,5
5406,5439,4
5498,5500,6
4200,4575,5
1801,5084,4
5546,5554,5
4177,5175,6
1377,4331,4
5626,5664,4
5624,5691,4
975,5494,5
2783,5467,5
4016,5410,4
169,5122,4
5704,5730,4
5734,5777,4
5774,5796,4
5715,5744,4
1658,2567,4
4609,4945,5
1828,4993,5
833,3302,7
399,3493,4
2635,3947,4
1537,2909,4
1575,3944,4
5912,5948,4
5973,6000,4
6030,6031,4
6037,6059,4
6032,6088,4
6024,6053,7
6011,6036,5
6035,6045,4
6111,6114,7
6255,6289,4
643,4767,4
6326,6390,4
1608,5978,4
687,2746,4
2717,6075,6
5426,6100,5
918,2139,4
1055,1701,4
1046,3920,4
1651,3963,4
391,4656,4
4346,4523,5
6749,6763,4
6703,6750,5
6814,6897,5
6833,6854,5
6849,6860,4
6824,6897,5
6817,6885,5
1617,1819,4
2596,4295,4
6977,6979,4
7277,7285,4
7369,7389,5
7433,7450,4
7506,7540,4
2760,5997,4
1365,5793,6
1906,2212,4
3688,3994,4
2620,4876,4
2124,4200,6
1472,2249,5
1886,2447,4
7741,7784,4
7711,7768,4
7719,7759,5
2790,5949,4
2288,5092,4
8059,8088,4
4404,5841,4
1280,5307,4
5671,5792,4
878,5917,4
2620,5978,5
2501,3102,4
8123,8174,4
8146,8198,4
8114,8149,4
8259,8288,4
8230,8245,6
8221,8238,4
8229,8240,6
1673,5867,5
485,5867,6
8374,8380,5
1871,3247,5
7746,8353,4
3932,5377,4
4167,8361,4
2996,4004,4
1296,3851,6
1691,5375,4
319,605,4
4441,5905,4
4764,8249,4
6585,7550,4
1467,4387,5
2143,5074,4
4221,4387,4
4280,5303,4
5769,6884,4
5993,6844,4
6016,6848,4
950,6855,5
5977,6847,5
2717,6858,4
6075,6817,4
6096,6872,4
5744,6016,4
4607,6878,4
6017,6866,4
3120,6864,5
3120,6830,4
3120,6848,4
6039,6874,5
6039,6896,4
4990,6824,4
5720,6039,4
1865,5966,4
1865,6880,4
5771,6075,4
1613,6773,5
4025,6851,4
1641,3741,4
1700,3436,4
883,6468,4
1015,5716,4
3278,8353,6
4157,7318,4
8702,8749,5
1635,3330,7
5418,7699,4
1230,1677,4
3855,4035,5
8931,8969,4
8936,8965,6
7756,7812,4
3140,5404,4
1406,6059,5
1208,7662,7
4497,6097,4
3093,7662,5
83,8656,4
5564,8604,4
8471,8662,7
1938,3012,4
3357,7676,5
5695,8250,4
6127,6584,4
9074,9078,4
9009,9076,4
1729,5265,4
4957,7823,4
1801,8514,4
4846,8546,4
2392,3711,4
815,2458,4
286,3329,4
860,2458,4
2458,3749,4
6931,8548,5
663,3093,4
1613,8068,4
2939,4627,6
6876,8411,5
1042,2124,6
2124,4139,4
9370,9380,4
6565,8358,4
9507,9587,4
1338,8979,6
1042,4398,5
4121,6475,4
9620,9640,5
9613,9622,4
9611,9649,5
9605,9675,4
9642,9664,5
9648,9696,4
9704,9713,5
2482,8381,4
212,9212,5
