Passenger 1 ID,Passenger 2 ID,Number of flights together
286,290,4
650,680,4
634,687,4
704,795,5
703,730,5
727,792,5
822,859,7
802,867,4
888,899,4
1013,1023,6
1119,1160,4
1205,1250,4
1260,1265,4
1311,1337,4
1432,1439,5
314,333,6
312,316,5
701,778,5
701,766,6
809,896,4
1210,1233,4
381,731,4
772,1025,4
1867,1891,4
1961,1971,4
1941,1945,4
1913,1937,4
1908,1996,4
2159,2197,5
2226,2300,5
2206,2225,4
2225,2300,5
2203,2209,5
2418,2440,4
2484,2492,4
2441,2490,4
2422,2471,5
2480,2489,4
2412,2437,5
121,2033,4
2655,2699,8
2713,2766,4
2965,2977,4
2934,2952,4
391,401,4
3155,3174,4
3117,3123,4
3204,3249,4
3317,3388,4
299,624,4
622,3180,4
234,3109,4
3412,3468,4
3444,3490,5
3528,3551,4
3515,3554,4
620,3161,4
716,3477,6
3744,3764,4
3702,3719,4
3968,3988,7
3905,3965,4
4020,4087,4
4012,4037,4
4014,4043,5
4009,4063,4
272,3154,5
679,2178,4
1816,2742,4
293,2600,4
1503,3924,5
2258,3529,5
2244,3529,5
3198,3471,4
679,724,4
3172,3447,4
4305,4387,4
1322,2906,4
1243,2674,4
868,3702,4
4469,4473,4
391,4593,6
4092,4377,5
4053,4353,6
4010,4321,6
3865,4583,4
4657,4680,4
437,1444,6
477,2734,8
945,3046,4
910,2769,4
3321,4400,4
1984,3285,4
4737,4767,4
4734,4739,6
2457,3691,4
1371,4316,7
1696,4309,5
3561,4407,7
2719,3974,4
229,1800,4
1916,4366,4
689,3296,4
2458,3547,4
946,2405,4
2221,2924,4
1347,2223,4
2223,3698,4
2223,2441,10
988,2901,4
1343,2273,4
141,2279,4
939,1034,4
5436,5446,4
5408,5491,4
5464,5483,4
5414,5446,4
5429,5476,4
5429,5484,4
5438,5496,4
5459,5468,4
5409,5438,4
4610,5069,4
5686,5699,4
5630,5657,4
930,5463,4
4066,5435,5
1666,5414,5
4044,5436,5
4012,5479,5
4388,5498,5
5703,5758,5
5733,5760,5
993,2949,6
1538,3670,5
1903,2575,4
2560,4646,5
3404,4967,5
1733,3742,5
338,727,4
5944,5963,5
5942,5992,4
5901,5996,5
5919,5982,7
652,1943,4
4076,5133,4
6018,6079,4
6007,6009,4
6233,6256,4
5481,6096,6
3937,4542,4
4552,6092,5
1651,4346,4
1651,2560,5
5434,6004,4
4542,4945,5
1572,2544,4
6725,6740,4
6814,6874,5
6893,6896,5
6830,6874,5
147,1643,4
3937,5053,4
1476,4988,4
7430,7460,4
7601,7685,5
7602,7618,5
952,5710,5
2601,6160,7
7754,7786,4
7727,7780,8
5716,5923,4
5789,5989,5
324,1619,5
7837,7876,4
5347,7384,4
3123,6700,4
1012,2556,5
8110,8123,4
8208,8300,5
1254,5590,4
7381,7733,4
8402,8470,4
8470,8485,4
291,5580,4
7866,8353,7
8526,8588,6
1244,3477,7
468,4854,7
1700,5304,4
319,4862,4
4150,4209,4
6565,8276,4
813,4734,4
1554,6580,4
2515,2758,4
2515,2910,4
368,816,4
966,1023,6
478,7590,4
3880,7162,6
1315,8326,5
1053,8089,5
2970,8040,5
5769,6063,4
5494,6847,4
6408,6878,4
438,6866,4
6063,6839,4
5761,6063,5
5966,6049,4
5954,6878,4
6039,6869,5
2773,5788,4
2773,6827,6
2773,6848,4
1884,6893,4
905,4441,6
364,6908,4
975,4072,4
517,5760,4
2906,7605,7
2906,3169,4
2326,7685,4
8970,8986,4
8936,8948,4
281,2747,4
468,2747,4
1143,3979,5
2857,7039,5
3278,7662,8
975,3292,4
4421,7832,4
2906,6813,6
3937,8692,5
3963,8684,7
629,2642,4
1160,4726,5
4194,4981,4
1119,3331,4
352,4492,4
4247,6372,5
1669,8283,4
9067,9098,5
9076,9100,4
3180,5740,6
1335,8270,4
901,5579,5
6707,7868,4
5579,6750,4
5579,6786,5
5505,7820,5
4468,5505,4
8212,9091,5
3177,6810,4
1569,8073,4
5989,8411,6
2262,4135,4
3443,3755,5
813,2482,7
9306,9348,4
2123,6030,5
3180,6208,6
9602,9618,6
9665,9684,6
9618,9676,4
2443,8539,4
8518,9243,4
9920,9985,5
6202,9988,4
2269,5198,5
4034,7209,9
4611,7209,4
1982,9660,4
1982,9611,5
1982,4329,4
3844,5359,4
9766,9924,4
7162,9775,4
437,866,4
234,9017,4
1201,2573,4
5742,9750,4
10110,10128,4
4034,4451,7
4034,9682,4
4391,7556,4
382,4391,4
1818,4820,5
7242,8510,4
392,9645,6
4034,9645,6
6478,8679,4
6912,8112,4
10379,10399,4
2755,6694,4
3925,9363,4
3220,9242,4
1677,5737,5
8037,8961,4
4249,10389,5
10481,10494,8
10415,10431,4
10414,10482,4
10414,10481,4
10430,10431,4
10456,10486,6
10452,10480,4
10440,10482,5
10434,10496,4
4841,8803,5
3807,4085,5
592,7986,4
5876,6447,4
3278,7505,5
92,7643,5
4552,7643,5
5544,9867,4
9101,10107,4
7643,10325,5
2530,4165,4
3021,8584,8
9466,10397,4
4850,7643,4
560,10439,4
2996,6136,4
2684,6474,4
855,4541,4
9212,9822,5
382,6560,5
1822,3028,5
10760,10780,4
10756,10772,4
10753,10786,4
10728,10760,4
3503,9098,5
11071,11077,6
11001,11084,4
10328,11046,4
5584,11074,5
5584,11073,5
11119,11127,4
11124,11145,4
11130,11156,4
11108,11129,4
11111,11176,7
11131,11173,4
11121,11169,4
11109,11165,4
11102,11140,5
11189,11193,5
11136,11156,6
11251,11277,4
932,4359,4
3064,10764,5
8420,10175,5
11388,11400,4
5665,7064,4
3468,9388,4
5314,9317,4
1863,11296,5
11592,11599,4
5850,11275,4
1246,5055,4
7801,9513,6
1024,6541,4
11723,11796,5
11702,11734,4
6655,10795,4
399,9710,6
1029,9906,5
8172,10179,4
9127,11400,6
544,11327,4
11868,11886,4
6050,6456,4
2284,10306,5
4732,9790,5
10615,11808,4
921,11057,4
11965,11987,5
4632,7919,6
6807,9525,4
7162,9380,4
1753,5560,4
1064,6548,4
1670,4580,5
6548,7679,7
614,4318,4
371,5209,5
2174,10017,4
2503,7809,4
1378,6024,4
5209,6053,6
4188,10083,4
4121,7579,4
6053,10037,4
6827,9539,4
5225,10722,4
1320,4730,4
6033,8348,4
613,3615,4
7451,8348,5
6111,7772,4
9421,10460,6
8596,10644,6
1321,7373,4
1254,8017,5
1254,8596,5
258,9977,6
8562,10833,6
3361,5096,5
3528,10218,5
8684,9955,4
9385,10015,5
1747,7656,4
5748,9495,4
3963,11221,5
3963,10089,4
2755,5612,4
1888,3982,4
4494,8595,4
5850,11972,4
9752,11939,4
3924,7834,4
6464,6777,4
6464,10767,4
1240,3322,4
1966,6464,4
11874,11948,5
382,8163,4
3020,3877,5
793,10837,4
10186,10837,4
1007,10318,4
7187,10123,4
4056,8245,5
6208,6317,5
7983,8684,4
5943,10022,4
1352,7236,4
1016,9503,4
7667,8375,5
4895,10371,4
7859,10083,4
4497,7502,6
2138,8679,5
1974,8190,5
2097,9511,4
4784,10758,4
2489,7393,4
1115,10478,4
7833,11808,4
1783,9062,4
6121,9701,5
6622,11171,5
763,11378,5
10837,11376,4
1032,5438,4
1337,6050,4
7068,9906,5
1266,9409,4
9742,11239,5
3626,7767,4
5643,10479,4
5226,7123,4
4854,11727,6
12568,12574,4
23,5002,4
5002,9954,4
1592,9969,4
6902,8684,4
1338,10548,4
4529,12565,4
2346,11266,4
3665,4272,5
3992,9242,5
1649,8317,4
2690,10357,4
3544,11797,4
3292,5230,4
7043,12428,4
1449,12430,5
2759,8563,4
1540,3902,5
4034,8261,4
407,8944,4
1482,9696,5
9791,11542,4
5623,11211,4
7453,8007,4
4721,12113,4
10365,12301,4
2408,9858,6
3992,12648,4
13251,13280,4
7220,7744,4
2160,6072,6
7913,8359,4
482,10015,4
7956,12371,5
481,9524,5
8102,9381,6
1746,6303,4
6122,8196,4
13714,13753,5
2462,10548,4
4410,5275,4
6616,13235,4
13838,13869,4
13819,13862,7
11450,13788,4
4243,9742,4
5661,5922,5
8995,11186,4
10340,10762,5
1033,12389,4
10496,12539,4
1772,3663,4
6001,11593,4
726,4810,5
4810,5815,4
10908,13378,5
726,12189,4
311,2479,4
8116,11089,5
12299,13637,7
446,3549,4
3382,3549,4
9535,11846,4
8519,9146,4
3123,13668,5
2713,6415,4
2082,13240,4
4459,9280,5
4115,13830,4
8206,9280,4
2035,14060,4
9974,13564,5
9974,11587,5
5007,5754,5
139,10229,4
13215,13819,4
3461,5136,4
1611,12473,4
10541,10837,4
10837,12477,4
6981,14092,4
1709,12231,4
1826,9480,4
3307,13657,4
5007,5101,4
4685,13221,5
183,5007,4
7176,10918,4
4166,8763,4
4755,10938,4
5212,8763,4
4973,10244,4
2035,11099,5
10784,14059,5
14601,14644,4
14646,14673,4
14644,14684,4
14703,14750,5
14733,14771,4
14702,14752,4
14744,14751,4
15135,15146,4
8211,15112,4
6805,11282,4
7112,13221,4
8778,13221,4
337,369,4
362,392,7
568,574,6
650,688,5
764,795,5
730,773,5
751,761,6
773,785,5
719,781,5
719,746,5
705,761,5
752,768,6
828,898,4
843,845,4
1013,1072,5
382,1001,4
382,1002,6
525,528,7
727,730,5
833,899,4
837,848,4
341,1038,5
334,1072,4
374,716,6
324,762,5
1503,1542,5
1827,1883,4
1805,1848,4
1831,1833,5
1977,1981,6
1960,1989,4
1904,1937,4
1905,1976,4
2001,2038,4
2131,2163,4
2179,2190,4
2140,2162,4
2135,2144,4
2162,2173,4
2109,2120,4
2119,2163,4
2107,2114,4
2255,2279,6
2252,2298,5
2225,2226,6
2478,2496,5
2443,2459,4
2446,2457,6
2434,2480,4
2415,2480,4
2470,2475,4
2539,2573,5
2628,2666,4
2610,2624,4
2712,2753,4
2910,2951,4
2914,2957,4
3115,3147,6
3112,3192,4
3167,3174,4
3330,3345,4
255,610,6
271,3184,6
248,622,4
3446,3477,4
3405,3414,5
3451,3471,4
1236,2663,4
333,2674,4
314,1506,5
1014,2667,7
3502,3563,5
3518,3532,4
3621,3638,5
3637,3653,5
3678,3698,5
724,3402,4
3805,3815,4
3921,3990,4
3935,3956,4
3914,3978,5
4046,4072,4
4020,4071,5
4083,4090,4
4084,4087,4
4012,4046,5
4031,4043,4
4010,4030,4
4034,4054,4
4007,4083,4
2178,3167,5
286,3114,6
443,650,4
1645,2568,4
1569,3978,4
2064,2822,4
4204,4277,4
4270,4272,4
1053,2199,4
4321,4376,5
917,2612,4
951,1391,4
989,1396,7
1315,2988,5
994,1369,5
939,1366,4
266,1598,6
4023,4366,7
4056,4304,5
4449,4488,4
4464,4488,4
4405,4473,4
2441,3635,4
4091,4400,5
4013,4309,7
4046,4376,4
4069,4387,5
234,2517,4
4630,4675,5
2780,2869,6
407,2867,9
1464,1666,10
1208,1432,4
905,1082,4
4769,4772,4
2717,4388,7
266,3553,4
1536,2636,6
5072,5082,4
5019,5022,5
5154,5194,4
5232,5286,4
3299,3361,5
2478,3520,4
5321,5329,4
2263,2977,4
2437,3554,6
2977,3578,4
2498,2932,4
2334,2951,5
3806,5350,4
5406,5464,4
5402,5479,4
2550,5358,4
1436,3806,4
2775,5356,4
1819,5082,4
5602,5630,5
5648,5700,5
915,5459,4
4042,5443,5
2759,5468,5
1818,5459,4
2789,5426,5
1314,5476,4
4052,5459,4
719,3295,5
3295,3670,7
1413,5001,4
229,4208,4
5721,5729,5
5708,5793,7
5707,5738,5
5764,5793,4
1789,2610,4
1434,5071,4
4542,5434,6
3892,4582,4
2781,4911,4
4656,4925,4
3920,4988,6
1572,4646,6
4523,4967,5
3253,5803,4
290,380,5
670,3493,4
867,2686,4
338,3910,5
5942,5991,4
5959,5963,4
5936,5975,4
6010,6020,6
2697,4487,4
4990,6075,6
4700,6020,9
4399,4700,5
5440,6069,7
4903,6092,6
3979,5404,4
2941,4927,6
1828,4044,4
1246,1701,4
6474,6478,7
1586,5420,4
4554,4632,4
2544,4523,5
4593,5420,5
6848,6878,5
6839,6853,5
6869,6897,6
6824,6889,6
6854,6893,5
3937,5055,4
4300,4430,4
3208,5367,4
1662,4300,4
6912,6986,4
7062,7064,4
7136,7140,4
7204,7268,4
7460,7496,4
7563,7575,5
7550,7575,7
2101,2712,4
618,813,4
3297,5027,4
7809,7846,4
1774,7110,5
3250,5319,4
8232,8270,5
8223,8272,4
7331,7790,5
8411,8470,4
1052,7765,7
7868,8353,7
2932,4063,4
2928,7532,4
732,6447,7
1253,4634,5
2143,4125,4
6242,7029,4
758,6088,4
732,8073,5
5964,6825,4
2734,6855,4
5443,6854,5
950,5440,5
950,6064,4
438,6817,4
959,6809,4
4674,5744,4
5966,6833,4
5966,6824,4
6077,6830,4
3576,6832,5
4607,6854,4
5720,6884,4
5481,6008,4
2773,6869,4
5491,6869,5
4481,6858,4
4441,5546,8
222,6777,4
6986,7450,5
735,2443,4
7820,8216,4
5423,8297,6
1329,5789,4
1715,5503,8
2433,5548,5
853,7433,6
1635,5482,8
1635,8190,8
2857,3898,4
3898,7605,4
2868,7602,4
8915,8917,4
8948,8958,4
8914,8957,4
8904,8945,6
8965,8973,4
853,1028,4
1223,2526,4
1075,3527,4
441,3503,5
4217,5530,5
4563,8200,4
5279,7650,4
3883,5805,4
5869,6365,6
9037,9053,4
9053,9099,4
9036,9072,5
1335,8245,4
1042,2982,5
921,5564,4
1769,6857,8
281,6805,4
394,8293,4
7858,8291,4
7185,8771,5
2303,8724,4
6365,9050,5
901,3416,4
5584,7082,5
5509,6796,5
3330,5584,5
663,6796,5
2776,6703,4
9282,9283,4
1244,1613,4
5668,8093,5
6773,8007,4
6876,8007,4
3665,5489,4
9313,9365,4
9325,9348,4
9359,9385,7
4862,6752,5
9418,9430,6
4046,8979,4
467,7909,4
2124,4398,5
6206,8483,4
9602,9659,4
9628,9683,4
9682,9699,4
3445,7246,4
8590,9245,5
9919,9945,4
9922,9927,4
4827,8837,4
4490,5867,4
1767,8213,4
1191,8010,4
1272,3186,4
1045,7640,4
6447,7866,4
3177,8209,4
3503,5989,4
4076,4270,4
5383,9610,4
4933,5359,4
4852,9664,4
6850,9631,4
1089,5652,5
437,2488,4
6523,9920,4
2415,2856,5
174,2024,6
1675,2517,4
7625,8988,5
75,4496,6
6668,6729,4
382,1849,7
191,7898,7
2231,7209,8
1419,10196,4
4820,9645,7
5058,8679,4
6474,8197,4
3275,4217,5
3466,7948,5
53,8078,4
3216,9592,4
8411,10327,4
211,10384,5
2625,10310,5
10433,10481,4
10449,10458,4
10425,10451,4
4634,5328,4
1189,10449,4
1078,6441,4
5876,7220,4
5544,9834,6
3278,9441,4
745,9229,4
8246,9356,4
4983,9159,5
2544,8137,4
7162,8225,4
5503,8729,5
1637,9645,6
8260,9699,5
10714,10795,4
10727,10776,4
10873,10900,4
11119,11200,4
11106,11176,4
11194,11196,4
11135,11157,4
11122,11129,4
11121,11187,4
5957,9828,4
8165,9063,7
4496,5459,4
9761,11296,4
932,4467,4
5459,6783,6
75,1678,4
7560,10701,6
2024,10704,4
11327,11331,5
11483,11496,4
11435,11473,4
8546,9935,4
3243,9758,5
6180,9777,6
6465,9345,6
1955,5325,4
3851,5696,5
5696,6053,5
6468,9997,4
3245,4130,4
7162,10900,6
288,5734,5
8195,9828,5
3612,8513,5
7477,11224,4
5080,9824,4
11726,11781,4
11723,11753,5
4278,8330,4
1791,5584,5
9709,11398,5
9324,9906,5
3269,5054,4
1562,2196,4
2957,7937,5
3416,7919,6
237,888,4
1404,1670,5
863,10058,5
863,8194,5
4336,4823,4
1296,7679,4
888,8912,4
7809,10023,4
4689,10083,4
3432,4364,5
728,4728,4
5209,7809,4
4269,5031,4
2532,4010,4
4056,9683,4
421,1149,4
11474,12000,4
12020,12070,5
1138,11201,4
2174,5358,4
2138,6522,4
4408,5016,4
4789,7677,4
5943,8653,5
6111,11067,4
7271,7902,4
690,8714,4
4543,10900,4
1321,3837,5
4056,7919,7
1191,11137,4
298,11327,4
6001,10243,4
2702,7859,4
1521,2825,4
7859,10243,7
10022,10328,5
4917,10097,5
4827,10328,5
1673,9385,5
637,9331,4
939,1609,4
12103,12157,4
269,2196,4
7801,9828,5
92,6823,5
5093,10785,4
5093,7682,4
8353,11883,4
5021,11876,4
7682,10719,4
8574,10778,4
10719,11874,4
10310,11880,4
12232,12233,4
6180,11737,4
3020,4056,4
970,4056,4
4737,11280,7
1598,11524,5
1335,6013,4
5711,10009,4
1352,10104,4
4109,5540,4
1185,1882,4
2408,9501,4
12408,12493,4
12414,12498,5
2138,8721,4
7693,8587,4
2974,4876,4
9862,10240,5
5027,5911,4
5803,12371,4
1041,11808,4
9548,11808,4
3303,5984,4
5741,8212,4
157,11294,5
5204,6658,4
1994,10238,4
8339,12014,5
4496,7324,4
5710,10753,7
10461,11171,4
9601,12255,4
1703,3545,4
2306,4791,4
5998,8025,6
4816,11514,6
10809,11422,4
4827,5120,4
9922,10357,4
2588,5605,4
4854,12850,4
1225,11418,4
6347,8212,6
1229,10963,4
2254,7123,4
6409,12301,4
2279,12551,4
5416,7200,4
2043,2522,4
864,7868,4
7338,12614,4
4538,13407,4
4420,13417,4
4400,6666,4
4645,6666,4
481,2662,5
8754,9512,4
2500,10467,4
13277,13549,5
2333,3768,4
1133,3512,4
1521,9904,4
9364,12228,4
11198,13669,5
7866,11136,4
11694,13111,4
11779,13105,5
10938,11756,4
7393,11756,4
320,12221,4
13876,13897,4
10685,11812,4
13119,13553,4
8882,13900,4
8203,13846,4
3597,12539,4
10812,12553,5
8268,9822,4
4972,12516,5
8348,10762,5
2274,10115,4
7053,13492,4
3403,5815,4
6882,12286,4
13276,13378,4
3680,4037,6
3925,6642,4
8674,13404,4
139,12587,4
6731,11450,5
1025,5487,4
833,4460,4
2251,7917,4
5632,11099,4
1898,7395,5
13240,13822,4
1947,8206,4
7533,13848,5
1491,6526,5
5754,8810,5
7099,9994,7
4957,7555,5
469,13842,4
12552,13602,4
532,12563,4
5101,5634,6
8446,13221,6
7584,11993,4
49,904,4
2292,9738,4
865,1641,4
8590,13950,5
1196,3962,4
954,10908,4
1728,10274,4
2485,5278,4
15160,15188,5
15158,15193,4
15180,15186,4
1242,15160,4
1740,15153,4
135,172,4
236,262,4
248,283,4
444,471,4
517,540,4
729,764,5
704,760,6
758,791,5
731,795,6
731,743,5
707,785,5
724,737,5
739,773,5
734,778,5
719,733,5
755,791,6
759,799,5
812,849,4
813,833,9
823,867,4
934,944,4
905,945,6
1072,1095,5
1019,1048,6
1001,1073,5
1057,1072,5
364,1007,4
1273,1299,4
1341,1389,6
328,385,5
508,515,4
703,795,5
709,774,5
710,711,5
811,876,4
315,1001,4
305,1025,4
1406,1468,6
328,709,4
763,1001,7
764,1001,4
1014,1247,5
397,1261,4
304,1219,4
1561,1569,6
1568,1583,5
1645,1673,4
1702,1707,4
1942,1993,5
1937,1991,5
1928,1976,4
2101,2195,5
2131,2136,4
2140,2189,4
2160,2190,4
2135,2141,4
2105,2123,5
2240,2277,4
2218,2289,4
2203,2232,4
2235,2260,4
2437,2454,5
2414,2426,4
2425,2447,4
2410,2429,4
2409,2472,4
119,2392,4
2879,2886,4
3173,3184,5
3147,3179,4
3332,3360,5
646,3132,4
665,3173,4
3440,3490,5
3479,3483,4
333,1581,6
1223,2674,4
3545,3550,4
3579,3593,5
284,2185,4
3602,3696,4
3634,3689,6
3603,3635,5
366,3476,6
3713,3737,4
3702,3729,4
3717,3729,4
3914,3931,4
3914,3940,5
3914,3980,4
4029,4044,4
4025,4053,11
4002,4063,6
4002,4090,5
4009,4053,7
272,3167,4
246,3122,4
218,2199,4
679,3167,4
1458,1808,4
215,2568,5
606,1693,5
1289,1699,5
1670,2537,4
2242,3529,4
1602,2801,6
1288,3071,4
4226,4254,4
4239,4249,6
2105,3493,5
4335,4370,4
1391,2969,4
1314,2939,7
951,1371,4
989,1320,4
2697,3123,6
4046,4329,5
4409,4499,4
4486,4490,4
4044,4373,6
4674,4696,5
4617,4695,4
1288,2905,4
2857,2906,9
979,1288,5
1362,2127,4
2130,3249,4
1984,4400,4
119,2465,4
1444,4090,4
1337,4388,7
1337,4309,5
2759,4364,5
1818,4011,5
4840,4891,4
4813,4888,4
1437,1607,4
5053,5082,5
5332,5362,4
2236,3603,5
1358,3654,4
1358,2928,4
2467,3571,5
2965,3679,6
1330,2928,5
941,1387,4
1313,3635,4
1313,2932,4
141,946,4
4511,5325,4
1365,1608,8
731,3716,4
5446,5477,6
5436,5490,4
5408,5477,5
5463,5466,4
5412,5438,6
5412,5477,4
5466,5490,4
5419,5440,4
2710,5055,4
5556,5596,4
993,4020,5
2754,4032,4
5632,5691,5
5663,5681,4
1818,5420,5
4053,5468,5
5703,5738,5
5746,5788,4
5726,5733,5
5779,5788,4
5708,5727,6
5706,5798,9
5737,5789,8
5715,5798,4
4665,4927,4
1587,4431,4
681,1498,4
670,1537,4
752,3947,6
1077,2454,4
5947,5975,4
652,3226,5
291,1943,4
2182,5865,4
6007,6013,4
3867,5002,4
356,4366,4
6316,6365,4
3041,5764,4
2760,5773,4
5500,6049,6
4012,6083,4
1643,4593,4
443,4346,4
4523,6092,4
4523,4945,5
3527,3861,4
1548,4069,4
4593,6092,4
3991,6004,4
2758,6416,4
6725,6787,4
6830,6839,5
6827,6832,5
1538,4914,4
6932,6979,4
7460,7471,4
7421,7450,4
3223,4606,4
7629,7662,5
1012,3453,4
3599,4575,4
1447,2492,4
7748,7794,6
7778,7790,6
959,5706,5
2734,5977,5
1569,5789,4
7862,7889,4
2182,5370,4
8037,8093,8
4891,5336,4
8251,8257,5
4190,5596,4
8386,8394,4
8307,8375,5
2700,8338,4
683,3932,4
1769,5100,4
2747,7680,4
2786,3173,4
6357,8256,4
6600,8213,4
877,7545,4
3472,5978,4
585,1548,4
1619,5440,4
997,4674,4
997,6893,4
6408,6829,4
477,6827,4
5500,6897,4
6008,6885,4
6017,6832,5
3120,5494,4
5481,5724,4
2773,4481,4
6047,6864,4
4404,7538,5
5529,7603,5
670,5095,4
1369,6840,4
5737,6881,4
1202,7793,5
3734,4919,4
1635,7645,4
3588,8132,4
3169,7601,4
4497,7662,6
606,1646,4
1432,3292,4
2868,4468,4
2868,7618,4
8958,8986,5
8904,8979,7
3735,7868,5
95,8353,5
1208,1635,7
1646,3278,5
4798,7601,4
4223,4541,4
1196,8682,6
629,5243,5
1214,1833,4
1119,1933,4
592,5278,4
1531,1730,5
3115,5220,4
5695,8254,5
9015,9035,5
2150,2723,5
4613,7747,4
1468,3785,4
815,2392,4
942,2660,4
1321,8121,5
1341,2569,4
1204,8510,4
4753,7549,4
663,901,5
3418,5505,5
1208,5509,6
4728,6522,5
9204,9212,4
9223,9282,7
3477,6810,4
5590,5795,4
5819,6810,4
2018,7909,5
1389,9057,4
9443,9482,4
9676,9679,4
9650,9684,4
9630,9660,5
9718,9764,4
9707,9773,5
913,1858,4
4541,7162,11
8336,9217,5
9985,9990,4
10060,10085,4
7279,9532,4
3405,8590,4
960,3785,4
2504,9924,7
3090,8257,7
428,6962,4
595,7001,4
6418,7662,4
1613,6750,6
3418,5490,5
3439,9611,4
4852,9618,4
4867,9613,4
5572,9620,4
816,8979,4
234,2080,5
917,3127,4
392,3618,6
2231,4202,6
2336,7560,6
3970,5314,4
3249,6878,4
10315,10389,5
7700,8552,4
4881,9453,5
2515,2939,4
3503,6084,6
4249,10346,4
7605,10338,5
10419,10452,4
10464,10495,4
1652,8503,4
5812,7986,4
5876,7768,4
