Passenger 1 ID,Passenger 2 ID,Number of flights together
276,294,4
223,256,4
223,269,4
210,273,4
322,359,6
338,344,4
515,518,4
574,594,7
677,680,6
729,758,5
704,793,5
720,767,5
762,764,7
703,734,5
786,793,5
716,793,5
747,781,5
730,758,5
751,755,8
750,778,6
740,793,5
867,874,4
813,899,4
911,957,5
942,960,4
1145,1156,4
360,1073,4
1241,1294,4
1388,1393,4
1405,1498,4
603,679,7
605,680,6
705,716,5
341,1073,4
392,1031,5
374,730,4
364,761,4
731,1035,4
362,772,4
362,771,4
399,1219,5
1917,1960,4
1903,1970,6
2126,2185,4
2240,2246,6
2210,2283,4
2214,2219,4
2208,2296,4
2226,2261,4
2207,2300,4
2419,2489,4
2406,2452,4
2411,2446,6
2410,2436,4
2409,2476,4
2568,2586,5
2926,2960,6
2905,2912,7
3063,3096,4
3154,3198,4
227,615,4
622,3104,4
212,684,4
3421,3451,4
3421,3463,4
3475,3479,4
3439,3493,4
1576,2655,7
733,3476,6
3729,3787,4
3707,3752,4
3707,3716,4
3847,3865,10
3904,3908,4
3916,3941,4
4017,4035,4
4011,4063,4
295,2175,4
2152,3159,5
1479,1808,4
1479,1865,4
293,2573,4
407,3152,5
1066,3941,4
2299,3600,4
398,2887,4
4202,4270,5
4201,4274,5
4277,4281,4
759,3154,4
628,1056,4
247,3421,8
266,2567,5
440,1243,5
4353,4382,5
950,1302,4
980,2993,4
961,1371,4
2554,2655,6
4409,4425,4
4467,4469,4
53,3661,5
141,3624,4
4537,4574,4
4575,4583,4
4059,4388,6
451,3477,5
271,4572,4
58,2780,4
1844,2783,4
901,2816,4
1332,2769,5
1377,2769,4
1337,1444,4
4765,4786,4
2026,2440,4
2767,4696,4
2728,4611,5
1484,4364,5
1818,4013,6
1818,4309,6
4809,4830,4
4914,4945,5
1673,1860,7
5157,5166,4
5233,5260,4
1917,3255,4
53,3525,4
941,2928,4
2315,2996,4
2437,3563,4
1321,2221,4
1321,2458,5
141,2935,4
4556,5313,4
382,3448,4
5446,5458,4
5490,5498,6
5401,5498,4
5401,5423,4
5420,5467,9
5432,5481,4
5450,5460,7
5406,5451,5
5525,5546,4
839,4056,5
5644,5679,4
5630,5690,5
4066,5439,5
2759,5459,4
975,5440,5
2783,5402,4
1482,5409,4
1464,5499,5
1464,5429,5
1043,1984,4
1043,1976,4
2458,3329,5
780,4377,4
5755,5774,4
1281,1942,5
1867,4995,4
4630,4998,4
2204,4483,4
1293,4682,4
419,3493,5
419,1537,4
366,1537,4
5938,5963,4
5930,5936,4
5960,5964,4
1963,4076,4
6,4517,4
1181,4740,4
770,4767,4
2780,5946,4
435,5963,4
1106,1938,4
4972,6031,4
1884,6049,6
4942,6071,6
5491,6064,8
1643,3572,4
3861,5420,4
5455,6027,4
1046,3937,5
391,4346,4
3527,4632,4
4542,4632,4
3963,4988,4
1572,5420,4
6874,6880,5
6847,6870,5
6884,6885,6
6864,6869,6
6824,6872,5
6896,6897,5
2403,5055,4
4205,4430,4
2775,6092,4
1046,1538,7
6906,6984,4
6975,6983,5
7038,7043,4
7033,7034,4
5041,6618,4
7153,7162,6
7273,7291,4
7476,7495,4
7439,7476,4
1272,5946,6
4131,7517,4
798,1451,4
7610,7682,4
1581,7627,4
2378,4227,6
187,4270,6
7784,7790,4
4470,5787,4
2790,5777,4
2790,5911,4
1208,5737,5
324,477,5
324,5724,5
3493,7307,4
366,7381,5
2412,4184,4
1389,3590,6
2075,3148,6
2288,4314,4
5310,5865,4
4213,7120,6
5962,6160,6
1272,3967,5
8115,8149,5
8249,8291,4
8250,8288,4
1196,6764,7
613,5456,5
5490,6810,5
7363,7790,4
7719,8368,4
4827,8373,6
3937,8013,4
8548,8557,4
8519,8596,6
1296,4584,7
469,680,4
1267,1691,4
507,5216,4
1581,3600,4
876,6580,4
1554,6531,4
826,3413,5
3436,4153,4
721,3463,4
22,5059,4
22,7192,5
6100,8037,6
4321,4632,4
1053,8068,6
1053,8093,6
5922,7489,4
6972,7435,4
147,6050,4
324,2294,4
997,6848,4
4373,6896,4
950,4412,4
6001,6866,4
477,6885,4
2717,6408,4
6069,6880,4
6069,6836,4
5440,6408,4
5966,6016,4
6008,6836,4
6008,6893,5
4316,5734,4
5744,6889,4
3120,6016,4
2993,6874,4
4942,5954,4
4412,6853,4
4412,5964,4
4412,5993,4
451,8402,5
2571,2874,4
2692,7553,4
5944,7538,4
4221,7442,4
2383,7894,4
8624,8656,4
3093,7318,4
5789,8216,4
7321,7851,4
8714,8771,4
8732,8782,5
8702,8792,4
4421,7629,4
2868,8132,4
8833,8843,4
8960,8969,7
8935,8986,4
2928,8019,4
711,1169,5
711,1747,4
4563,8084,4
2433,3820,4
2433,4223,4
629,1811,4
1160,3931,4
239,3609,4
352,1106,4
9026,9044,4
9009,9031,5
9052,9066,4
9015,9096,5
9044,9069,5
3307,7951,4
2628,6295,4
4135,5564,5
3440,3785,4
7195,8786,4
901,5584,5
6707,7602,4
6731,7601,4
1669,9076,4
1493,2651,4
258,7023,4
3477,4395,4
4627,8037,6
8093,8403,5
1244,6810,4
732,5590,5
6773,8037,5
1789,6810,4
6100,8411,9
1053,8403,5
1369,3727,4
281,3153,5
9326,9384,4
9430,9453,4
860,7068,4
3275,7001,5
3012,4881,4
9620,9634,5
9709,9725,4
8042,9307,4
437,9066,4
2254,8552,4
9929,9991,4
2797,9586,4
3718,5942,5
3466,9997,4
1005,9902,4
5668,6750,5
4852,9649,6
7131,9634,4
7131,9610,4
7131,9649,4
622,9640,4
5359,7131,5
2488,3468,5
624,9532,6
5332,9969,4
3119,9970,4
1005,5740,5
191,9682,4
4824,7242,4
627,7772,4
315,8234,4
4279,7506,4
10368,10384,5
3492,7900,4
2966,7851,4
5232,9443,4
5232,9865,4
9418,9868,5
3418,10397,5
10412,10442,4
10428,10458,4
10415,10428,4
10478,10483,4
10433,10449,4
10453,10480,4
10440,10481,4
10434,10481,4
10445,10453,4
10442,10496,4
8956,9661,4
8189,8956,4
854,5238,4
10529,10562,4
10526,10567,4
2482,6805,5
9824,10368,4
10683,10689,4
5266,8735,4
3741,7799,4
5325,8427,5
3627,9212,4
332,5403,4
61,5503,5
10716,10798,4
10742,10799,4
10710,10756,5
10727,10778,4
10709,10753,4
10753,10772,4
10753,10756,4
10779,10791,5
10703,10764,4
10805,10814,4
2851,8045,4
11119,11153,4
11161,11187,4
11127,11199,4
11127,11190,4
11141,11174,4
11132,11141,4
11121,11194,4
11102,11169,4
3573,6256,4
5238,10967,5
1475,4293,5
9761,11276,4
4650,11272,5
4453,9828,4
3029,11296,7
4774,10722,4
4034,10706,5
3090,4170,7
10313,10676,4
3896,8039,6
2856,11143,5
1475,6529,6
1475,10536,4
10271,10536,4
8501,10509,7
4293,9977,6
4453,4778,4
1164,7349,6
1966,2701,4
5669,8195,4
1164,10975,6
6013,9828,6
7801,8579,8
7801,8010,4
9581,10346,4
5056,10833,5
4978,7951,5
3612,4745,4
6719,11545,4
1733,11435,5
3163,7897,4
11932,11957,4
6292,7650,4
2549,9653,5
2611,8598,4
1404,2503,4
1404,7098,4
1138,2108,4
1138,5530,4
1670,4269,4
6548,6987,7
888,4010,4
888,7706,4
614,6987,4
1283,5132,4
5016,7076,5
4580,6024,4
10758,11930,5
5380,11954,4
5380,9383,4
5873,11919,4
4675,7510,4
293,6322,4
1769,9258,4
7162,8257,4
6113,6529,5
3223,10819,4
3367,9777,5
3021,10899,5
2065,6310,5
5136,11033,4
3029,9790,4
3663,8420,4
1383,1521,4
7881,9495,4
9493,11400,4
1133,2139,4
12110,12165,4
8024,10112,5
3249,8501,4
10203,11948,4
3361,8574,4
2437,11880,4
5021,5277,4
8163,10719,4
7844,9951,4
4495,8183,4
1007,5037,4
7590,10479,4
8299,11610,4
80,4315,5
4917,7950,5
7656,7772,4
8368,10095,6
3935,8036,4
5711,10478,5
9503,9957,4
1074,3876,4
7481,8505,4
12436,12439,4
6987,8679,5
3021,10283,5
10243,10394,5
8587,11963,4
4147,11963,5
8765,9480,6
8533,8674,4
3080,4876,4
6701,10954,4
222,8353,4
5721,11021,4
7777,9600,4
9094,9508,4
7832,10227,4
4193,10227,5
130,4451,4
1030,9324,4
1872,8400,4
5136,5798,5
5798,11727,4
12574,12582,5
12558,12559,4
5690,11456,5
8197,11917,6
10975,11784,4
2713,12197,4
9283,10097,4
10526,11225,4
10329,12574,6
3465,12273,5
4016,10780,4
6066,11483,4
10525,11214,4
3238,6027,5
4551,8315,4
6497,7756,4
86,3513,5
4329,7845,4
12703,12759,4
12705,12799,4
3093,10988,4
2244,9238,4
223,2684,5
11600,12841,4
10016,11456,4
3524,7823,5
2908,10136,4
4502,8579,7
1526,10043,5
4496,12298,6
3524,9367,4
698,12815,5
8579,11590,4
4854,7220,4
2197,7205,4
13405,13498,4
1142,11527,4
6104,9478,6
1689,4566,4
156,3409,4
3558,9442,4
3220,3992,4
5545,11360,4
5634,8660,5
4209,6220,4
1074,11510,4
2788,9101,5
412,12448,4
4827,11530,4
