Passenger 1 ID,Passenger 2 ID,Number of flights together
61,93,4
313,395,5
416,430,4
624,659,4
763,766,6
706,799,5
743,755,5
721,751,5
709,721,5
709,737,5
709,762,6
734,761,5
778,797,5
701,743,5
853,863,4
952,998,6
381,1029,4
1265,1266,4
1320,1381,6
1444,1464,5
305,374,5
811,878,4
837,844,4
364,739,6
324,706,4
362,716,4
349,1030,4
1548,1598,7
1905,1942,5
1969,1999,4
1911,1992,6
2122,2190,4
2132,2167,4
2178,2199,6
2233,2237,4
2243,2274,6
2216,2274,4
2379,2390,4
2403,2482,4
6,190,4
2509,2560,5
2560,2596,5
2653,2690,4
211,657,4
283,682,4
271,3145,4
293,3104,6
3447,3463,4
3444,3446,4
1014,1506,4
3643,3691,5
3604,3637,5
1001,3471,4
4052,4080,7
4020,4040,5
4025,4069,4
4042,4078,4
281,2183,4
649,3174,6
1868,2705,4
4128,4187,4
4121,4139,6
443,2521,5
1693,3180,6
4258,4300,5
4219,4248,6
3174,3463,4
272,3477,4
4316,4395,9
4379,4398,5
4353,4395,7
350,917,4
222,614,5
913,1314,4
951,2959,4
293,1542,5
1581,2514,4
440,2699,5
440,3924,4
4415,4491,4
4451,4460,4
2334,2458,4
2407,3624,4
2498,3698,4
2325,3624,4
4077,4301,5
4649,4684,5
437,2759,4
1429,2722,5
2789,2857,4
1082,2988,6
930,2867,6
3135,3205,4
2959,4025,7
1818,4353,6
407,4080,5
4864,4886,4
4903,4962,4
615,1084,5
229,1722,6
1387,2977,4
2335,3536,4
912,3578,5
2965,3510,4
1347,3698,4
941,1358,5
2263,2427,4
126,1358,4
271,5358,4
745,4165,5
3713,5138,4
5439,5484,4
5435,5458,7
5401,5432,6
5426,5438,6
5426,5490,6
5420,5477,5
5432,5500,4
3317,5112,4
5505,5509,6
5514,5525,4
2992,4329,4
2912,4071,4
5612,5619,4
5605,5696,4
5662,5668,5
4042,5464,5
4017,5420,4
4309,5420,4
4044,5435,6
4353,5451,5
4339,5479,5
1337,5486,6
2471,5605,5
1333,4167,4
4224,5066,4
229,5048,4
5771,5788,7
5815,5876,5
1643,3861,5
446,4946,5
1884,4957,4
2509,3937,6
3940,4945,6
1586,4646,5
391,3404,6
1930,5867,4
752,1649,4
727,3587,4
1537,3493,4
1261,1537,4
1261,2635,4
752,4438,4
419,2269,8
5911,5979,4
5911,5989,10
5912,5934,5
5960,5981,5
5950,5978,4
4315,5180,4
844,5865,4
4314,5808,4
6051,6054,5
142,224,5
59,242,4
6365,6396,6
3120,5771,7
5456,6087,5
4903,6027,5
2728,4080,4
3920,4523,4
4552,4646,6
1586,2509,4
1586,3492,4
1651,3998,5
443,4542,4
1444,1662,4
3963,4903,4
4593,5450,4
4675,6412,4
6808,6831,4
6830,6848,5
6836,6885,6
391,2403,4
1572,4212,4
6927,6937,4
7012,7092,4
7342,7379,6
7433,7437,4
7454,7460,4
782,2239,4
5522,6765,4
7613,7671,5
6188,7029,4
700,3994,4
4849,6121,4
7778,7784,4
7768,7792,5
1817,5771,5
5711,5989,4
3668,4248,4
3226,4248,4
2268,3858,4
4213,7172,7
344,4830,4
675,5707,4
8123,8180,4
8127,8157,4
1250,6867,5
1308,3709,4
7778,8375,4
8411,8445,4
8542,8557,4
732,2527,4
1265,5375,4
4664,4816,5
2516,7613,6
202,4440,4
281,917,4
873,917,5
368,917,5
826,3796,4
6229,7956,4
6956,7484,5
5073,7495,5
262,8006,5
2612,6023,4
324,6885,4
5494,6817,4
6016,6866,4
1817,6844,4
438,6896,4
5977,6870,4
2717,6889,4
6075,6866,4
4674,6829,4
5966,6064,4
3544,6809,5
4316,6836,4
184,3544,4
2294,5788,5
2294,6889,5
5720,6847,4
6047,6830,4
1789,5596,5
910,2492,4
3173,6740,4
7327,7761,5
4263,6904,4
996,1266,5
2441,8371,5
735,7851,4
8686,8692,5
1078,3590,6
6813,7770,4
5423,8216,4
1677,3169,4
3898,4468,4
5411,8158,7
1646,7601,4
3292,7605,4
8844,8889,4
8931,8956,4
2862,3589,5
2285,5978,4
4586,8109,4
3278,5482,5
901,7872,6
8132,8289,4
5411,8209,5
1160,1531,6
3012,3115,4
1730,3931,4
564,4765,5
6396,8251,4
9057,9068,7
877,4384,4
3837,7747,7
7811,8964,5
7813,8906,5
4213,6938,4
795,2869,5
1321,3772,4
760,1321,4
860,8604,4
5584,6703,5
3418,8289,4
2857,6796,4
1646,6786,4
2519,9059,4
9216,9238,5
2262,6259,4
340,1735,4
833,7735,4
6067,9030,5
9355,9381,4
9380,9386,4
3043,4458,4
272,5865,5
434,1428,4
9532,9539,5
4552,8048,8
9601,9619,5
1684,9586,4
2443,9212,6
8228,8598,6
2537,9268,4
2156,8386,4
4171,5027,5
9833,9875,4
1767,8862,4
9932,9980,5
10041,10084,4
10016,10083,10
10040,10085,4
7502,9522,4
4178,7636,4
1635,8037,4
5584,6447,4
4449,9601,4
8824,9664,6
4933,9679,4
4933,9642,5
4860,9610,4
4329,9620,4
4329,9642,4
6776,9660,4
3626,9619,4
4270,4933,5
2269,7879,4
3875,8720,6
3297,9723,4
4816,10087,4
5522,9682,4
4391,4451,4
191,6729,8
1818,8724,4
8782,8981,5
2681,6591,4
2502,4955,4
2336,9066,6
5233,6478,4
2201,3608,4
10325,10397,5
10356,10376,4
1223,6769,4
8044,9264,4
2937,9212,4
6054,9498,5
211,8961,9
6813,10334,5
4850,10349,5
10483,10494,4
10415,10434,6
10414,10431,4
10492,10494,5
10439,10453,4
10453,10454,5
2720,9620,5
8014,9482,5
5079,5356,4
6060,10424,4
1403,5005,5
5238,9268,6
2910,6652,5
5447,8363,4
5423,7243,5
2973,5544,5
7810,8158,6
3278,4441,6
92,8048,5
1917,2068,5
5423,9466,4
7643,7860,4
10639,10644,4
10632,10698,4
8036,9058,4
2155,4553,4
4170,6347,4
486,3519,4
191,3187,5
10767,10780,4
10719,10742,4
10751,10766,4
10728,10770,4
6471,7881,6
10805,10843,5
6181,9418,5
3149,3526,5
5721,9649,4
11165,11200,4
11129,11142,4
11111,11173,4
11103,11164,4
11102,11135,4
11102,11175,4
11136,11180,7
1246,5459,7
2581,4359,4
3029,5957,4
3794,5819,4
7026,9097,4
6453,7122,4
1769,5007,7
2656,6478,4
2857,9111,4
9098,10503,4
1321,8714,4
6529,10271,4
10411,10651,4
4051,5953,4
7349,8165,6
2495,3361,4
2097,2718,6
2718,11275,5
8752,11025,5
8004,10975,5
3361,8406,7
