Passenger 1 ID,Passenger 2 ID,Number of flights together
61,72,4
134,139,4
364,392,8
552,583,4
659,677,7
618,620,5
605,645,4
714,754,5
726,766,5
762,795,5
764,786,5
766,786,5
725,777,4
734,768,5
778,792,5
845,850,4
1044,1073,5
1007,1072,6
1145,1196,4
328,1038,4
348,1095,5
1265,1268,5
1429,1470,4
721,786,6
837,881,4
324,1038,4
392,1053,5
381,772,4
308,731,6
1808,1865,7
1925,1949,4
1922,1967,6
1938,1960,5
1915,1968,4
1918,1976,6
1908,1982,4
2115,2169,5
2191,2193,4
2162,2181,4
2109,2189,4
2132,2151,4
2155,2181,4
2248,2299,5
2249,2290,4
2370,2396,4
2072,2328,6
2514,2554,4
2565,2586,6
2522,2576,5
2667,2681,5
3162,3180,6
3303,3339,4
611,3192,5
3421,3476,4
3421,3490,5
3414,3439,4
1247,1599,5
3519,3536,7
3516,3550,4
3524,3556,5
652,2165,4
3601,3610,4
3635,3639,6
3654,3698,5
3678,3681,5
751,3444,4
3748,3754,4
3706,3794,5
3723,3787,4
3806,3824,4
3814,3821,4
3930,3974,4
3939,3988,4
4004,4027,4
292,3188,4
554,1167,4
1405,1891,4
2699,3913,5
2608,3906,4
1250,3087,6
64,3093,6
673,1056,4
246,716,4
1243,3104,5
248,1293,4
1394,2906,4
1367,2969,4
915,2906,4
905,1315,5
913,2968,4
945,2912,6
894,3706,5
2212,3540,6
4425,4473,4
2458,3624,4
130,3603,4
4530,4536,4
3815,4556,5
1602,3831,4
4633,4661,4
4630,4695,4
4602,4625,4
4605,4692,4
4628,4674,5
2758,2857,4
407,2776,4
45,351,5
1464,2857,4
184,613,4
1074,1464,4
2759,2941,6
1984,4091,6
3593,3913,5
211,4441,4
5001,5060,4
172,3512,5
2288,2404,4
1387,2467,4
977,1321,4
1330,2255,4
941,2255,4
1321,3678,4
1398,3648,4
1313,3639,4
2498,3589,4
141,1347,4
4657,4909,4
4511,5344,4
812,5159,4
309,5156,4
778,5172,4
5448,5458,6
5435,5440,4
5464,5471,4
5429,5435,6
5431,5478,4
5420,5483,5
5440,5481,10
5419,5439,6
5419,5477,4
3309,5182,4
5579,5590,4
3077,4389,4
2754,4322,5
1371,5478,6
1666,5439,5
4044,5467,4
4016,5446,4
4012,5438,5
1337,5423,6
147,3385,5
1903,2401,4
5116,5694,4
1033,1351,6
5010,5313,4
4217,5048,5
5734,5791,4
5734,5744,8
5732,5771,4
5706,5737,4
5766,5782,4
5848,5863,4
2544,4542,6
4665,4998,4
602,3957,5
419,1077,4
311,1350,5
3645,3999,4
1350,3999,4
2269,2488,8
5944,5972,5
5941,5996,4
5938,5950,4
5912,5976,6
3273,5180,4
1963,2131,4
6044,6088,4
6019,6035,4
6006,6007,4
6007,6079,4
2964,4737,4
688,3981,4
3015,5727,4
5706,5954,7
4969,5491,8
2773,6001,6
2717,6016,6
6453,6478,7
1643,4945,5
1692,6092,4
1692,5422,4
1586,1662,4
1586,1617,4
5422,6027,4
1598,3937,4
1444,3404,4
1572,4967,4
4914,5420,4
1613,6446,5
6723,6736,4
6844,6878,5
6844,6884,5
6824,6832,8
4178,5084,4
1108,3991,4
1108,1598,4
3385,5009,4
4300,5455,4
443,5053,4
4641,4945,4
2848,3208,4
6921,6956,4
6927,6931,4
7141,7149,6
5742,5942,5
998,5920,4
2159,3994,4
2478,5390,4
3307,5390,4
5787,5989,8
7713,7784,4
7735,7796,4
7740,7785,4
5977,6469,5
5706,6408,5
2734,5966,5
4827,7342,5
2182,2260,4
1943,5026,4
2254,4490,5
3043,3662,4
3043,4626,5
4395,5766,5
8373,8399,4
8450,8461,4
5393,6125,4
4391,6729,6
1960,7613,4
1955,8280,4
1955,8270,4
1451,3078,5
368,866,4
5668,6294,6
3102,7406,5
324,6016,4
5798,6893,4
5964,6854,4
5443,6853,5
5443,6872,5
5443,5769,4
6064,6885,4
477,4412,4
2717,5761,4
6069,6898,4
5761,6096,4
5500,5977,4
4607,5964,4
3120,6075,4
3120,6896,4
184,6069,4
2294,5706,5
2993,6069,4
1865,5788,4
1865,6814,4
4481,6870,4
1884,6827,4
1884,4373,4
451,5819,5
4850,6904,5
2227,2620,4
1208,4072,4
6813,8297,4
3169,7645,4
7618,8190,8
3551,4597,5
3292,8158,4
441,2776,6
8922,8938,4
8948,8957,4
8920,8995,6
8936,8987,4
8904,8936,6
8904,8931,4
2437,5529,4
901,5789,6
1646,7872,5
6720,8120,4
8013,8609,4
629,5220,4
629,4779,4
2642,5243,4
3147,4717,5
546,4795,4
165,5286,4
1917,4772,5
6548,8212,6
3742,6396,4
9022,9100,4
3180,3297,5
1335,8230,5
1775,7896,4
1042,6940,4
292,8604,4
5126,8085,4
4398,6968,4
2935,8548,4
3734,8548,4
