Passenger 1 ID,Passenger 2 ID,Number of flights together
6,97,5
210,299,4
244,286,5
330,355,5
334,382,5
512,598,4
673,690,4
648,662,6
704,705,5
743,762,5
747,793,5
732,756,4
724,740,9
739,795,5
719,758,6
749,752,5
740,772,9
821,857,4
857,866,4
847,852,6
815,855,5
917,926,4
915,933,5
1209,1251,4
1226,1271,4
1269,1271,5
1370,1371,5
1308,1376,5
1358,1398,4
1422,1482,5
1427,1479,4
709,772,6
734,793,5
832,833,4
392,1072,4
1321,1330,5
309,712,4
366,781,5
366,752,11
763,1053,7
763,1045,4
1777,1786,4
780,1033,8
1973,1990,4
1920,1933,4
1905,1999,5
1945,1990,4
1903,1976,6
2171,2180,4
2150,2192,4
2109,2163,4
2129,2137,4
2107,2135,4
2205,2278,6
2205,2298,5
2315,2335,6
2411,2440,6
2446,2472,4
2446,2481,4
2601,2692,4
2901,2985,4
2903,2964,4
416,1602,4
461,1602,5
3109,3112,5
210,3191,4
646,3137,4
280,3137,4
1228,1569,4
1247,2697,4
3549,3581,4
3565,3600,4
3602,3699,4
3612,3689,5
3629,3672,4
366,3463,5
3876,3886,4
3955,3957,4
4019,4022,4
690,3188,4
578,1186,4
1853,2792,6
490,2521,5
264,2561,4
2244,3553,5
64,167,6
64,1250,5
4226,4277,5
331,1673,6
625,1635,8
1361,2922,4
4373,4388,7
4306,4360,4
4308,4355,5
1365,2942,4
915,2969,7
915,1367,4
915,1391,4
1375,2942,4
928,1391,4
994,1310,5
2241,3560,4
2458,3635,8
2328,3655,5
4522,4583,4
2527,3188,6
1677,3839,4
154,3858,5
4695,4700,4
4630,4655,4
358,1888,4
1074,1432,5
2511,2857,4
1484,2758,4
1371,1484,9
2802,2992,6
446,4700,7
1424,1728,4
3249,4357,4
2411,3653,4
2792,4611,5
1830,4611,4
1666,4083,7
407,4012,5
442,1509,4
5027,5100,4
2496,3516,4
977,1330,5
2437,2932,6
1313,3536,5
1343,3698,6
4522,5333,6
811,3482,4
889,3401,4
5446,5468,4
5435,5499,6
5401,5414,6
5414,5439,6
5487,5490,4
5420,5432,4
5420,5479,4
5406,5471,4
1428,5350,4
4490,5350,4
1826,3184,4
1801,5008,4
3367,3455,4
1082,4344,5
5630,5684,6
4042,5490,6
2939,5498,5
4309,5496,4
2969,5443,5
3642,5116,5
1722,4297,4
5719,5760,4
5765,5768,4
5716,5799,5
5734,5796,4
5731,5743,9
5727,5792,6
1444,1643,6
2596,3861,6
1693,3936,4
2213,4416,4
3940,4430,5
1651,4593,5
2068,2565,4
1350,3912,4
5931,5958,5
5907,5934,5
5922,5934,5
5916,5980,4
5912,5950,4
5910,5989,6
1994,4076,4
6031,6060,4
6023,6045,4
6020,6052,5
6001,6033,4
3600,3689,4
1608,5727,4
2760,5978,4
3544,6049,6
3937,5455,5
1654,4670,5
5455,6004,4
1046,4656,4
1046,4609,4
4914,5434,4
3991,6092,4
6717,6739,4
6809,6827,5
6847,6885,5
6830,6885,5
2775,4300,5
3937,4255,4
4300,5367,4
1476,3184,4
4988,5025,4
5855,6523,5
688,774,4
7149,7186,4
7341,7393,4
5560,6767,4
3349,4356,4
1311,5925,4
7747,7767,4
4481,5706,5
959,5954,5
7813,7890,7
3682,4678,4
2780,3688,5
2501,3676,4
8165,8192,4
2939,6876,6
8375,8380,4
3709,4008,4
4827,8368,8
211,3153,5
1487,1514,4
683,7563,4
5885,6720,4
2926,7832,5
2527,6447,4
247,7540,4
4798,8297,6
1451,6515,4
876,7180,4
188,7193,4
937,4932,4
22,2227,5
6220,7956,5
5015,6951,6
2401,7476,4
5775,6951,4
6019,8017,4
5993,6869,4
1619,6844,4
6408,6839,4
6408,6897,4
5443,5993,4
5443,6893,4
959,6884,4
6069,6872,4
5761,6885,4
3544,6829,4
3120,6825,5
6469,6827,4
2993,5443,4
5788,6809,5
6049,6874,4
2773,5977,6
4942,6833,4
451,5596,6
1638,7545,5
883,2143,4
662,7433,5
3279,6956,4
3330,5411,6
2857,3330,6
4468,5442,4
3855,8190,4
8963,8973,4
8920,8928,4
8917,8922,4
3798,7117,5
1570,3527,4
3077,4158,5
